Title,Year,Genre,Director,Cast,Runtime,Rating
Full Tilt Boogie,1997,Documentary,Sarah Kelly,Robert Rodriguez,100,3.8268
Full Tilt Boogie,1997,Horror,Sarah Kelly,Robert Rodriguez,100,3.8268
Fullmetal Alchemist: The Sacred Star of Milos,2012,Action,Kazuya Murata,Vic Mignogna,110,6.39012
Fullmetal Alchemist: The Sacred Star of Milos,2012,SciFi,Kazuya Murata,Vic Mignogna,110,6.39012
Fulltime Killer,2003,Action,Johnnie To,Andy Lau,98,1.20453
Fulltime Killer,2003,Art&Foreign,Johnnie To,Andy Lau,98,1.20453
Fulltime Killer,2003,Drama,Johnnie To,Andy Lau,98,1.20453
Fun & Fancy Free,1947,Action,Jack Kinney,Edgar Bergen,96,6.3251
Fun & Fancy Free,1947,Classics,Jack Kinney,Edgar Bergen,96,6.3251
Fun & Fancy Free,1947,Comedy,Jack Kinney,Edgar Bergen,96,6.3251
Fun & Fancy Free,1947,Kids&Family,Jack Kinney,Edgar Bergen,96,6.3251
Fun in Acapulco,2000,Classics,Richard Thorpe,Elvis Presley,97,3.39731
Fun in Acapulco,2000,Comedy,Richard Thorpe,Elvis Presley,97,3.39731
Fun in Acapulco,2000,Drama,Richard Thorpe,Elvis Presley,97,3.39731
Fun Size,2012,Comedy,Josh Schwartz,Victoria Justice,86,8.36258
Fun with Dick and Jane,1977,Comedy,Ted Kotcheff,George Segal,96,1.11879
Fun With Dick and Jane,2005,Comedy,Dean Parisot,Jim Carrey,90,9.33471
Funeral in Berlin,1966,Action,Guy Hamilton,Michael Caine,102,3.88077
Funeral in Berlin,1966,Art&Foreign,Guy Hamilton,Michael Caine,102,3.88077
Funeral in Berlin,1966,Classics,Guy Hamilton,Michael Caine,102,3.88077
Funeral in Berlin,1966,Drama,Guy Hamilton,Michael Caine,102,3.88077
Funeral in Berlin,1966,Mystery,Guy Hamilton,Michael Caine,102,3.88077
Funeral Kings,2012,Comedy,Kevin McManus (III),Alex Maizus,85,1.7517
Funny About Love,1990,Comedy,Leonard Nimoy,Gene Wilder,101,4.90602
Funny About Love,1990,Drama,Leonard Nimoy,Gene Wilder,101,4.90602
Funny About Love,1990,Romance,Leonard Nimoy,Gene Wilder,101,4.90602
Funny Bones,1995,Drama,Peter Chelsom,Oliver Platt,126,5.8437
Funny Face,1957,Classics,Stanley Donen,Audrey Hepburn,103,3.87987
Funny Face,1957,Comedy,Stanley Donen,Audrey Hepburn,103,3.87987
Funny Face,1957,Drama,Stanley Donen,Audrey Hepburn,103,3.87987
Funny Face,1957,Romance,Stanley Donen,Audrey Hepburn,103,3.87987
Funny Games,1998,Art&Foreign,Michael Haneke,Susanne Lothar,108,8.34057
Funny Games,2008,Mystery,Michael Haneke,Naomi Watts,112,3.31862
Funny Girl,1968,Classics,William Wyler,Barbra Streisand,155,4.31092
Funny Girl,1968,Comedy,William Wyler,Barbra Streisand,155,4.31092
Funny Girl,1968,Drama,William Wyler,Barbra Streisand,155,4.31092
Funny Lady,1975,Classics,Herbert Ross,Barbra Streisand,136,8.42448
Funny Lady,1975,Comedy,Herbert Ross,Barbra Streisand,136,8.42448
Funny Lady,1975,Drama,Herbert Ross,Barbra Streisand,136,8.42448
Funny Lady,1975,Romance,Herbert Ross,Barbra Streisand,136,8.42448
Funny People,2009,Comedy,Judd Apatow,Adam Sandler,146,4.2712
Funny People,2009,Drama,Judd Apatow,Adam Sandler,146,4.2712
Fur: An Imaginary Portrait of Diane Arbus,2006,Drama,Steven Shainberg,Nicole Kidman,122,7.12057
Furious 7,2015,Action,James Wan,Vin Diesel,140,2.84859
Furious 7,2015,Mystery,James Wan,Vin Diesel,140,2.84859
Furry Vengeance,2010,Kids&Family,Roger Kumble,Brendan Fraser,91,9.53615
Fury,2014,Action,David Ayer,Brad Pitt,135,2.94641
Fury,1936,Classics,Fritz Lang,Spencer Tracy,90,4.53403
Fury,2014,Drama,David Ayer,Brad Pitt,135,2.94641
Fury,1936,Mystery,Fritz Lang,Spencer Tracy,90,4.53403
Futurama: Bender's Big Score,2007,SciFi,Dwayne Carey-Hill,Billy West,88,4.81303
Futurama: The Beast With a Billion Backs,2008,SciFi,Dwayne Carey-Hill,Billy West,90,6.95855
Future Weather,2013,Drama,Jenny Deller,Perla Haney-Jardine,100,1.21778
Future World,2018,Mystery,James Franco,James Franco,90,6.48287
Future World,2018,SciFi,James Franco,James Franco,90,6.48287
Futureworld,1976,Action,Richard T. Heffron,Peter Fonda,107,2.24587
Futureworld,1976,Mystery,Richard T. Heffron,Peter Fonda,107,2.24587
Futureworld,1976,SciFi,Richard T. Heffron,Peter Fonda,107,2.24587
G,2005,Drama,Christopher Scott Cherot,Richard T. Jones,96,6.23545
G,2005,Romance,Christopher Scott Cherot,Richard T. Jones,96,6.23545
G.I. Blues,1960,Comedy,Norman Taurog,Elvis Presley,105,3.82324
G.I. Blues,1960,Romance,Norman Taurog,Elvis Presley,105,3.82324
G.I. Jane,1997,Action,Ridley Scott,Demi Moore,124,6.93394
G.I. Jane,1997,Drama,Ridley Scott,Demi Moore,124,6.93394
G.I. Joe: Retaliation,2013,Action,Jon M. Chu,Bruce Willis,90,1.37733
G.I. Joe: Retaliation,2013,SciFi,Jon M. Chu,Bruce Willis,90,1.37733
G.I. Joe: The Rise of Cobra,2009,Action,Stephen Sommers,Adewale Akinnuoye-Agbaje,118,2.04937
G.I. Joe: The Rise of Cobra,2009,SciFi,Stephen Sommers,Adewale Akinnuoye-Agbaje,118,2.04937
Gabbeh,1997,Art&Foreign,Mohsen Makhmalbaf,Shaghayeh Djodat,76,9.29995
Gabbeh,1997,Drama,Mohsen Makhmalbaf,Shaghayeh Djodat,76,9.29995
Gabrielle,2014,Drama,Louise Archambault,Gabrielle Marion-Rivard,104,4.95843
Gacy,2003,Drama,Clive Saunders,Mark Holton,89,8.85813
Gacy,2003,Horror,Clive Saunders,Mark Holton,89,8.85813
Gacy,2003,Mystery,Clive Saunders,Mark Holton,89,8.85813
Gaga: Five Foot Two,2017,Documentary,Chris Moukarbel,Lady Gaga,100,5.08888
Gainsbourg: A Heroic Life,2011,Drama,Joann Sfar,Eric Elmosnino,135,8.42809
Galaxina,1980,Comedy,William Sachs,Stephen Macht,95,8.25057
Galaxina,1980,SciFi,William Sachs,Stephen Macht,95,8.25057
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),1981,Action,B.D. Clark,Edward Albert,80,4.73864
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),1981,Horror,B.D. Clark,Edward Albert,80,4.73864
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),1981,Mystery,B.D. Clark,Edward Albert,80,4.73864
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),1981,SciFi,B.D. Clark,Edward Albert,80,4.73864
Galaxy Quest,1999,Comedy,Dean Parisot,Tim Allen,102,4.30768
Galaxy Quest,1999,SciFi,Dean Parisot,Tim Allen,102,4.30768
Gallipoli,1981,Art&Foreign,Peter Weir,Mel Gibson,110,5.9625
Gallipoli,1981,Drama,Peter Weir,Mel Gibson,110,5.9625
Galveston,2018,Drama,Mlanie Laurent,Ben Foster,90,8.60823
Galveston,2018,Mystery,Mlanie Laurent,Ben Foster,90,8.60823
Gambit,2012,Action,Michael Hoffman,Colin Firth,89,3.09296
Gambit,2012,Comedy,Michael Hoffman,Colin Firth,89,3.09296
Gambit,2012,Drama,Michael Hoffman,Colin Firth,89,3.09296
Gambit,2012,Mystery,Michael Hoffman,Colin Firth,89,3.09296
Game 6,2005,Art&Foreign,Michael Hoffman,Michael Keaton,83,4.47798
Game 6,2005,Comedy,Michael Hoffman,Michael Keaton,83,4.47798
Game 6,2005,Drama,Michael Hoffman,Michael Keaton,83,4.47798
Game Change,2012,Drama,Jay Roach,Ed Harris,118,7.3851
Game Night,2018,Mystery,John Francis Daley,Jason Bateman,119,7.94062
Game of Death,1978,Action,Robert Clouse,Bruce Lee,102,9.61878
Game of Death,1978,Art&Foreign,Robert Clouse,Bruce Lee,102,9.61878
Gamer,2009,Action,Mark Neveldine,Gerard Butler,95,6.826
Gamer,2009,Mystery,Mark Neveldine,Gerard Butler,95,6.826
Gamer,2009,SciFi,Mark Neveldine,Gerard Butler,95,6.826
Gandhi,1982,Classics,Richard Attenborough,Ben Kingsley,191,4.03693
Gandhi,1982,Drama,Richard Attenborough,Ben Kingsley,191,4.03693
Gandhi My Father,2007,Art&Foreign,Feroz Abbas Khan,Darshan Jariwala,136,8.82982
Gandhi My Father,2007,Drama,Feroz Abbas Khan,Darshan Jariwala,136,8.82982
Gang Related,1997,Action,Kathryn Bigelow,Jim Belushi,106,4.62913
Gang Related,1997,Mystery,Kathryn Bigelow,Jim Belushi,106,4.62913
Gangs of New York,2002,Classics,Martin Scorsese,Leonardo DiCaprio,166,3.07933
Gangs of New York,2002,Drama,Martin Scorsese,Leonardo DiCaprio,166,3.07933
Gangster Land (In the Absence of Good Men),2017,Drama,Timothy Woodward Jr.,Milo Gibson,88,1.90968
Gangster No. 1,2000,Action,Paul McGuigan,Malcolm McDowell,103,7.8247
Gangster No. 1,2000,Art&Foreign,Paul McGuigan,Malcolm McDowell,103,7.8247
Gangster No. 1,2000,Drama,Paul McGuigan,Malcolm McDowell,103,7.8247
Gangster No. 1,2000,Mystery,Paul McGuigan,Malcolm McDowell,103,7.8247
Gangster Squad,2013,Drama,Ruben Fleischer,Ryan Gosling,110,7.94317
Gangster's Paradise: Jerusalema,2010,Action,Ralph Ziman,Rapulana Seiphemo,119,2.96688
Gangster's Paradise: Jerusalema,2010,Art&Foreign,Ralph Ziman,Rapulana Seiphemo,119,2.96688
Gangster's Paradise: Jerusalema,2010,Drama,Ralph Ziman,Rapulana Seiphemo,119,2.96688
Gangster's Paradise: Jerusalema,2010,Mystery,Ralph Ziman,Rapulana Seiphemo,119,2.96688
Ganja & Hess,1973,Classics,Bill Gunn,Duane Jones,110,2.71696
Ganja & Hess,1973,Horror,Bill Gunn,Duane Jones,110,2.71696
Garage Days,2003,Art&Foreign,Alex Proyas,Kick Gurry,105,1.68232
Garage Days,2003,Comedy,Alex Proyas,Kick Gurry,105,1.68232
Garage Days,2003,Romance,Alex Proyas,Kick Gurry,105,1.68232
Garbage Warrior,2007,Documentary,Oliver Hodge,Michael Reynolds,87,5.52198
Garbo Talks,1984,Drama,Sidney Lumet,Anne Bancroft,104,2.71092
Garden Party,2008,Art&Foreign,Jason Freeland,Vinessa Shaw,90,6.90196
Garden Party,2008,Drama,Jason Freeland,Vinessa Shaw,90,6.90196
Garden State,2004,Comedy,Zach Braff,Zach Braff,102,8.63
Garden State,2004,Drama,Zach Braff,Zach Braff,102,8.63
Garden State,2004,Romance,Zach Braff,Zach Braff,102,8.63
Gardens of Stone,1987,Drama,Francis Ford Coppola,James Caan,112,1.33794
Gardens of the Night,2008,Drama,Damian Harris,John Malkovich,110,9.34044
Garfield - The Movie,2004,Action,Peter Hewitt,Breckin Meyer,85,6.61914
Garfield - The Movie,2004,Comedy,Peter Hewitt,Breckin Meyer,85,6.61914
Garfield - The Movie,2004,Kids&Family,Peter Hewitt,Breckin Meyer,85,6.61914
Garfield: A Tail of Two Kitties,2006,Comedy,Tim Hill,Bill Murray,78,5.24229
Garfield: A Tail of Two Kitties,2006,Kids&Family,Tim Hill,Bill Murray,78,5.24229
Gargoyles,1972,Classics,Bill L. Norton,Cornel Wilde,97,3.41156
Gargoyles,1972,Horror,Bill L. Norton,Cornel Wilde,97,3.41156
Gas Food Lodging,1992,Drama,Allison Anders,Brooke Adams,100,2.50683
Gas Food Lodging,1992,Romance,Allison Anders,Brooke Adams,100,2.50683
GasLand,2010,Documentary,Josh Fox,Josh Fox,107,7.06544
Gaslight,1940,Classics,Thorold Dickinson,Anton Walbrook,84,7.59383
Gaslight,1940,Drama,Thorold Dickinson,Anton Walbrook,84,7.59383
Gaslight,1940,Mystery,Thorold Dickinson,Anton Walbrook,84,7.59383
Gate of Hell (Jigokumon),1954,Art&Foreign,Teinosuke Kinugasa,Machiko Kyo,89,3.64355
Gate of Hell (Jigokumon),1954,Drama,Teinosuke Kinugasa,Machiko Kyo,89,3.64355
Gates of Heaven,1980,Documentary,Errol Morris,Cal Harberts,85,6.26674
Gator,1976,Action,Burt Reynolds,Burt Reynolds,115,2.05053
Gattaca,1997,SciFi,Andrew Niccol,Ethan Hawke,106,4.5873
Gaudi Afternoon,2001,Comedy,Susan Seidelman,Judy Davis,88,2.67242
Gaudi Afternoon,2001,Drama,Susan Seidelman,Judy Davis,88,2.67242
Gaudi Afternoon,2001,Mystery,Susan Seidelman,Judy Davis,88,2.67242
Gay Purr-ee,1962,Kids&Family,Abe Levitow,Judy Garland,85,2.04258
Gay Purr-ee,1962,Romance,Abe Levitow,Judy Garland,85,2.04258
Gay Sex in the 70s,2005,Documentary,Joseph Lovett,Alvin Baltrop,67,7.48565
Gayby,2012,Comedy,Jonathan Lisecki,Jenn Harris,89,7.12128
Gayby,2012,Drama,Jonathan Lisecki,Jenn Harris,89,7.12128
Gemini,2018,Drama,Aaron Katz (II),Lola Kirke,93,3.40052
Gemini,2018,Mystery,Aaron Katz (II),Lola Kirke,93,3.40052
Gemma Bovery,2015,Comedy,Anne Fontaine,Gemma Arterton,100,2.95242
Gemma Bovery,2015,Drama,Anne Fontaine,Gemma Arterton,100,2.95242
General della Rovere (Il generale Della Rovere),1959,Art&Foreign,Roberto Rossellini,Vittorio De Sica,160,1.26632
General della Rovere (Il generale Della Rovere),1959,Drama,Roberto Rossellini,Vittorio De Sica,160,1.26632
Generation Iron,2013,Documentary,Vlad Yudin,Mickey Rourke,107,6.96528
Generation Iron,2013,Drama,Vlad Yudin,Mickey Rourke,107,6.96528
Generation Um...,2013,Drama,Mark Mann,Keanu Reeves,90,8.20724
Genghis Blues,2000,Documentary,Roko Belic,Paul Pena,88,5.03897
Genius,2016,Drama,Michael Grandage,Colin Firth,104,3.56055
Genius On Hold,2013,Documentary,Gregory Marquette,Frank Langella,91,2.37983
Gentleman Jim,1942,Classics,Raoul Walsh,Errol Flynn,104,8.68617
Gentleman Jim,1942,Comedy,Raoul Walsh,Errol Flynn,104,8.68617
Gentleman Jim,1942,Drama,Raoul Walsh,Errol Flynn,104,8.68617
Gentleman Jim,1942,Romance,Raoul Walsh,Errol Flynn,104,8.68617
Gentleman's Agreement,1947,Classics,Elia Kazan,Gregory Peck,118,2.88289
Gentleman's Agreement,1947,Drama,Elia Kazan,Gregory Peck,118,2.88289
Gentleman's Agreement,1947,Romance,Elia Kazan,Gregory Peck,118,2.88289
Gentlemen Broncos,2009,Comedy,Jared Hess,Michael Angarano,89,5.06179
Gentlemen Prefer Blondes,1953,Classics,Howard Hawks,Marilyn Monroe,91,1.66048
Gentlemen Prefer Blondes,1953,Comedy,Howard Hawks,Marilyn Monroe,91,1.66048
Gentlemen Prefer Blondes,1953,Romance,Howard Hawks,Marilyn Monroe,91,1.66048
George Harrison: Living In The Material World,2011,Documentary,Martin Scorsese,George Harrison,94,6.03914
George Lucas in Love,1999,SciFi,Joe Nussbaum,Martin Hynes,8,6.92305
George of the Jungle,1997,Action,Sam Weisman,Brendan Fraser,91,6.68605
George of the Jungle,1997,Comedy,Sam Weisman,Brendan Fraser,91,6.68605
George of the Jungle,1997,Kids&Family,Sam Weisman,Brendan Fraser,91,6.68605
George Of The Jungle 2,2003,Kids&Family,David Grossman,Christopher Showerman,87,2.06584
George Washington,2000,Art&Foreign,David Gordon Green,Donald Holden,89,5.35036
George Washington,2000,Drama,David Gordon Green,Donald Holden,89,5.35036
Georgia,1995,Art&Foreign,Ulu Grosbard,Jennifer Jason Leigh,117,7.26462
Georgia,1995,Drama,Ulu Grosbard,Jennifer Jason Leigh,117,7.26462
Georgia,1995,Mystery,Ulu Grosbard,Jennifer Jason Leigh,117,7.26462
Georgia Rule,2007,Comedy,Garry Marshall,Jane Fonda,113,1.14136
Georgia Rule,2007,Drama,Garry Marshall,Jane Fonda,113,1.14136
Georgy Girl,1966,Art&Foreign,Silvio Narizzano,Lynn Redgrave,100,7.03158
Georgy Girl,1966,Classics,Silvio Narizzano,Lynn Redgrave,100,7.03158
Georgy Girl,1966,Comedy,Silvio Narizzano,Lynn Redgrave,100,7.03158
Georgy Girl,1966,Drama,Silvio Narizzano,Lynn Redgrave,100,7.03158
Georgy Girl,1966,Romance,Silvio Narizzano,Lynn Redgrave,100,7.03158
Gerald's Game,2017,Drama,Mike Flanagan,Carla Gugino,103,7.94792
Gerald's Game,2017,Horror,Mike Flanagan,Carla Gugino,103,7.94792
Gerald's Game,2017,Mystery,Mike Flanagan,Carla Gugino,103,7.94792
Gerhard Richter Painting,2012,Art&Foreign,Corinna Belz,Gerhard Richter,97,6.59021
Gerhard Richter Painting,2012,Documentary,Corinna Belz,Gerhard Richter,97,6.59021
Germinal,1994,Art&Foreign,Claude Berri,Grard Depardieu,158,1.33048
Geronimo,1962,Action,Arnold Laven,Chuck Connors,101,8.04394
Geronimo,1962,Classics,Arnold Laven,Chuck Connors,101,8.04394
Geronimo - An American Legend,1993,Action,Walter Hill,Jason Patric,115,3.41157
Geronimo - An American Legend,1993,Drama,Walter Hill,Jason Patric,115,3.41157
Gerontophilia,2015,Comedy,Bruce La Bruce,Pier-Gabriel Lajoie,90,4.43278
Gerontophilia,2015,Romance,Bruce La Bruce,Pier-Gabriel Lajoie,90,4.43278
Gerrymandering,2010,Documentary,Jeff Reichert,Ben Barnes,77,7.42522
Get a Job,2016,Comedy,Dylan Kidd,Miles Teller,85,8.54853
Get Bruce,1999,Comedy,Andrew J. Kuehn,Bruce Vilanch,82,4.224
Get Bruce,1999,Documentary,Andrew J. Kuehn,Bruce Vilanch,82,4.224
Get Carter,1971,Action,Mike Hodges,Michael Caine,112,4.64562
Get Carter,1971,Drama,Mike Hodges,Michael Caine,112,4.64562
Get Carter,1971,Mystery,Mike Hodges,Michael Caine,112,4.64562
Get Hard,2015,Comedy,Etan Cohen,Will Ferrell,100,4.39374
Get Him to the Greek,2010,Comedy,Nicholas Stoller,Jonah Hill,109,6.98207
Get Low,2010,Drama,Aaron Schneider,Robert Duvall,103,2.82481
Get Low,2010,Mystery,Aaron Schneider,Robert Duvall,103,2.82481
Get Low,2010,Romance,Aaron Schneider,Robert Duvall,103,2.82481
Get On Up,2014,Drama,Tate Taylor,Chadwick Boseman,138,5.40941
Get Out,2017,Comedy,Jordan Peele,Daniel Kaluuya,104,3.389
Get Out,2017,Horror,Jordan Peele,Daniel Kaluuya,104,3.389
Get Out,2017,Mystery,Jordan Peele,Daniel Kaluuya,104,3.389
Get Real,1999,Comedy,Simon Shore,Ben Silverstone,108,8.66061
Get Real,1999,Drama,Simon Shore,Ben Silverstone,108,8.66061
Get Rich or Die Tryin',2005,Drama,Jim Sheridan,Terrence Howard,116,3.93507
Get Santa,2014,Kids&Family,Christopher Smith (VIII),Jim Broadbent,102,6.96466
Get Shorty,1995,Comedy,Barry Sonnenfeld,John Travolta,105,6.01651
Get Smart,2008,Action,Peter Segal,Steve Carell,110,9.03234
Get Smart,2008,Comedy,Peter Segal,Steve Carell,110,9.03234
Get the Gringo,2012,Action,Adrian Grunberg,Mel Gibson,95,4.53416
Get the Gringo,2012,Drama,Adrian Grunberg,Mel Gibson,95,4.53416
Getaway,2013,Action,Yaron Levy,Ethan Hawke,90,5.80621
GETT: The Trial of Viviane Amsalem,2015,Art&Foreign,Shlomi Elkabetz,Ronit Elkabetz,115,6.43815
GETT: The Trial of Viviane Amsalem,2015,Drama,Shlomi Elkabetz,Ronit Elkabetz,115,6.43815
Getting Even With Dad,1994,Comedy,Howard Deutch,Macaulay Culkin,108,7.54726
Getting Even With Dad,1994,Drama,Howard Deutch,Macaulay Culkin,108,7.54726
Getting Even With Dad,1994,Kids&Family,Howard Deutch,Macaulay Culkin,108,7.54726
Getting Straight,1970,Classics,Richard Rush,Elliott Gould,126,4.47942
Getting Straight,1970,Comedy,Richard Rush,Elliott Gould,126,4.47942
Getting Straight,1970,Drama,Richard Rush,Elliott Gould,126,4.47942
Gettysburg,1993,Classics,Ronald F. Maxwell,Tom Berenger,271,7.40268
Gettysburg,1993,Drama,Ronald F. Maxwell,Tom Berenger,271,7.40268
G-Force,2009,Action,Hoyt Yeatman,Nicolas Cage,90,1.59504
G-Force,2009,Comedy,Hoyt Yeatman,Nicolas Cage,90,1.59504
G-Force,2009,Kids&Family,Hoyt Yeatman,Nicolas Cage,90,1.59504
G-Force,2009,SciFi,Hoyt Yeatman,Nicolas Cage,90,1.59504
Ghost,1990,Comedy,Jerry Zucker,Patrick Swayze,126,2.49549
Ghost,1990,Drama,Jerry Zucker,Patrick Swayze,126,2.49549
Ghost,1990,Mystery,Jerry Zucker,Patrick Swayze,126,2.49549
Ghost,1990,Romance,Jerry Zucker,Patrick Swayze,126,2.49549
Ghost,1990,SciFi,Jerry Zucker,Patrick Swayze,126,2.49549
Ghost Bird,2009,Documentary,Scott Crocker,David Sibley,85,3.93214
Ghost Dad,1990,Drama,Sidney Poitier,Bill Cosby,84,1.36657
Ghost Dog - The Way of the Samurai,2000,Action,Jim Jarmusch,Forest Whitaker,116,4.39552
Ghost Dog - The Way of the Samurai,2000,Drama,Jim Jarmusch,Forest Whitaker,116,4.39552
Ghost in the Machine,1993,Horror,Rachel Talalay,Karen Allen,104,2.40209
Ghost in the Machine,1993,SciFi,Rachel Talalay,Karen Allen,104,2.40209
Ghost in the Shell,2017,Action,Rupert Sanders,Scarlett Johansson,106,7.41574
Ghost in the Shell,1996,Art&Foreign,Mamoru Oshii,Mimi Woods,82,2.08374
Ghost in the Shell,2017,Drama,Rupert Sanders,Scarlett Johansson,106,7.41574
Ghost in the Shell,2017,SciFi,Rupert Sanders,Scarlett Johansson,106,7.41574
Ghost in the Shell 2 - Innocence,2004,Mystery,Mamoru Oshii,Akio tsuka,99,6.52582
Ghost of Frankenstein,1942,Classics,Erle C. Kenton,Bela Lugosi,68,5.45792
Ghost of Frankenstein,1942,Horror,Erle C. Kenton,Bela Lugosi,68,5.45792
Ghost of Frankenstein,1942,SciFi,Erle C. Kenton,Bela Lugosi,68,5.45792
Ghost Rider,2007,Action,Mark Steven Johnson,Nicolas Cage,110,8.96717
Ghost Rider,2007,Horror,Mark Steven Johnson,Nicolas Cage,110,8.96717
Ghost Rider,2007,Mystery,Mark Steven Johnson,Nicolas Cage,110,8.96717
Ghost Rider: Spirit of Vengeance,2012,Action,Brian Taylor,Nicolas Cage,95,5.43778
Ghost Rider: Spirit of Vengeance,2012,Mystery,Brian Taylor,Nicolas Cage,95,5.43778
Ghost Rider: Spirit of Vengeance,2012,SciFi,Brian Taylor,Nicolas Cage,95,5.43778
Ghost Ship,2002,Horror,Steve Beck,Gabriel Byrne,91,3.75597
Ghost Stories,2018,Drama,Jeremy Dyson,Martin Freeman,97,5.54741
Ghost Stories,2018,Mystery,Jeremy Dyson,Martin Freeman,97,5.54741
Ghost Story,1981,Horror,John Irvin,Fred Astaire,111,7.99813
Ghost Story,1981,Mystery,John Irvin,Fred Astaire,111,7.99813
Ghost Team One,2013,Comedy,Ben Peyser,Carlos Santos,107,8.10474
Ghost Team One,2013,Horror,Ben Peyser,Carlos Santos,107,8.10474
Ghost Town,2008,Comedy,David Koepp,Greg Kinnear,102,9.77346
Ghost Town,2008,Documentary,David Koepp,Greg Kinnear,102,9.77346
Ghost Town,2008,SciFi,David Koepp,Greg Kinnear,102,9.77346
Ghost World,2001,Comedy,Terry Zwigoff,Thora Birch,111,2.41468
Ghost World,2001,Drama,Terry Zwigoff,Thora Birch,111,2.41468
Ghostbusters,2016,Action,Paul Feig,Melissa McCarthy,105,3.38541
Ghostbusters,2016,Comedy,Paul Feig,Melissa McCarthy,105,3.38541
Ghostbusters,2016,SciFi,Paul Feig,Melissa McCarthy,105,3.38541
Ghostbusters ( Original),1984,Action,Ivan Reitman,Bill Murray,105,8.77959
Ghostbusters ( Original),1984,SciFi,Ivan Reitman,Bill Murray,105,8.77959
Ghostbusters 2,1989,Comedy,Ivan Reitman,Bill Murray,102,6.57288
Ghostbusters 2,1989,SciFi,Ivan Reitman,Bill Murray,102,6.57288
Ghosted,2009,Art&Foreign,Monika Treut,Inga Busch,89,4.87337
Ghosted,2009,Mystery,Monika Treut,Inga Busch,89,4.87337
Ghostlight,2004,Comedy,Christopher Herrmann,Richard Move,80,6.66629
Ghosts of Abu Ghraib,2007,Documentary,Rory Kennedy,Alberto Mora,78,2.9398
Ghosts of Girlfriends Past,2009,Romance,Mark Waters (VIII),Matthew McConaughey,100,5.17204
Ghosts of Mississippi,1996,Drama,Rob Reiner,James Woods,130,7.47048
Ghosts of Mississippi,1996,Mystery,Rob Reiner,James Woods,130,7.47048
Ghosts of the Abyss,2003,Comedy,James Cameron,Bill Paxton,59,5.14647
Ghosts of the Abyss,2003,Documentary,James Cameron,Bill Paxton,59,5.14647
Ghosts of the Abyss,2003,SciFi,James Cameron,Bill Paxton,59,5.14647
Ghoul,2015,Horror,Petr Jakl,Debra Garza,89,8.62673
Ghoul,2015,Mystery,Petr Jakl,Debra Garza,89,8.62673
Ghoulies II,1988,Horror,Albert Band,Damon Martin,89,9.43217
Gia,1998,Drama,Michael Cristofer,Angelina Jolie,120,4.36168
Gia,1998,Mystery,Michael Cristofer,Angelina Jolie,120,4.36168
Giant,1956,Classics,George Stevens,Elizabeth Taylor,197,1.11683
Giant,1956,Drama,George Stevens,Elizabeth Taylor,197,1.11683
Giant,1956,Romance,George Stevens,Elizabeth Taylor,197,1.11683
Gidget,1959,Classics,Paul Wendkos,Sandra Dee,95,7.77733
Gidget,1959,Comedy,Paul Wendkos,Sandra Dee,95,7.77733
Gidget,1959,Romance,Paul Wendkos,Sandra Dee,95,7.77733
Gigante,2009,Art&Foreign,Adrin Biniez,Horacio Camandule,84,2.78755
Gigante,2009,Drama,Adrin Biniez,Horacio Camandule,84,2.78755
Gigantic,2009,Comedy,Matt Aselton,Paul Dano,99,8.61147
Gigantic,2009,Romance,Matt Aselton,Paul Dano,99,8.61147
Gigi,1958,Classics,Vincente Minnelli,Leslie Caron,116,3.67952
Gigi,1958,Comedy,Vincente Minnelli,Leslie Caron,116,3.67952
Gigi,1958,Romance,Vincente Minnelli,Leslie Caron,116,3.67952
Gigli,2003,Action,Martin Brest,Ben Affleck,121,3.77861
Gigli,2003,Comedy,Martin Brest,Ben Affleck,121,3.77861
Gigli,2003,Drama,Martin Brest,Ben Affleck,121,3.77861
Gigli,2003,Romance,Martin Brest,Ben Affleck,121,3.77861
Gilda,1946,Classics,Charles Vidor,Rita Hayworth,110,2.66523
Gilda,1946,Comedy,Charles Vidor,Rita Hayworth,110,2.66523
Gilda,1946,Drama,Charles Vidor,Rita Hayworth,110,2.66523
Gilda,1946,Mystery,Charles Vidor,Rita Hayworth,110,2.66523
Gilda,1946,Romance,Charles Vidor,Rita Hayworth,110,2.66523
Gilles' Wife (La Femme de Gilles),2005,Art&Foreign,Frdric Fonteyne,Alice Verlinden,106,7.39355
Gilles' Wife (La Femme de Gilles),2005,Drama,Frdric Fonteyne,Alice Verlinden,106,7.39355
Gimme Danger,2016,Documentary,Jim Jarmusch,Iggy Pop,108,1.07271
Gimme Shelter,1970,Documentary,David Maysles,Mick Jagger,95,2.10252
Gimme Shelter,2014,Drama,Ron Krauss,Vanessa Hudgens,100,4.98372
Gimme The Loot,2013,Drama,Adam Leon,Tashiana R. Washington,81,2.12293
Ginger & Rosa,2013,Drama,Sally Potter,Elle Fanning,89,4.30532
Ginger e Fred (Ginger and Fred),1986,Art&Foreign,Federico Fellini,Marcello Mastroianni,125,4.70063
